renters,description
aptsehatifarma,"KOTAK OBAT STANDART UNTUK AUDIT K3/PERMENAKER Tipe AKecelakaan bisa terjadi di mana saja sehingga peran P3K sangat dibutuhkan , berikan pertolongan pertama tersebut dengan benar.Kotak P3K ini sangat cocok untuk diaplikasikan di Rumah, sekolah, kantor, pabrik, dll sesuai kebutuhan.Varian Kotak ini dilengkapi kunci dan pengait dinding sehingga sangat mudah,nyamanPrinsip melakukan pertolongan pertama pada kecelakaan harus bersikap tenang, tidak panik dan berikan pertolongan dengan cara cepat dan tepat.Tips Mengisi Kotak P3KLetakkan di lokasi yang mudah dijangkau, hindari tempat yang lembab seperti kamar mandiPastikan Anda bisa menggunakan peralatan yang ada di kotak P3K.Cek secara berkala isi kotak P3K dan pastikan obat belum kadaluarsaModel KOTAK:1.Kotak Kayu Putih2.Kotak Mika Maspion MC-11 3.Kotak Mika MK-11Isi yang tertera pada kotak p3k yaitu : Kasa Steril TerbungkusPerban (lebar 5 cm)Perban (lebar 10 cm)Plester (lebar 1,25 cm)Plester CepatKapas 25 grKain Segitiga MetellaGuntingPenitiSarung Tangan Sekali Pakai (Pasangan)MaskerPinsetLampu SenterGelas Untuk Cuci MataKantong Plastik BersihAquadesPovido LodinAlkohol 70%Buku Panduan P3KDaftar Isi Kotak-Ilustrasi produk seperti pada gambar( jika ada item kosong akan diganti barang sejenis dengan fungsi sama)-untuk kebutuhan perusahaan / jumlah masal silakan chat CS kami"
Toko Alat Safety Di Jakarta,paket isi kotak obat p3k MC 11 Maspion sudah lengkap isi paket obat p3k paket murah super hemat  isi obat p3k isi A2 nya sesuai di gambar ya kak
Tulip Interior sby,"Keunggulan  : - Bahan tebal dan berkapasitas besar. - Memiliki banyak sekat, sehingga dapat memasukan berbagai jenis obat-obatan dan P3K sesuai kegunaan dan ukurannya. - Tersedia pegangan dibagian tutup sehingga mudah untuk dibawa dan dipindahkan. - Pengunci tutup kuat dibagian kanan dan kiri. - Membantu dalam menyusun obat-obatan agar lebih tertata rapi dalam satu box sehingga mudah saat diperlukan/dicari kembali. - Ukuran pas untuk disimpan dalam lemari/rak/laci. Ukuran : medium  (29.1x21.4x18.2 cm) Bahan : Plastik tebal Warna : Putih  dan Merah PENTING !!! Diwajibkan untuk Customer menambahkan Extra Packing Bubble Wrap untuk meminimalisir kerusakan produk saat pengiriman, Jika tidak menambahkan maka bukan tanggung jawab toko jika terjadi kerusakan  Ketentuan Order  - Mohon cek stok dulu via chat sebelum order barang yang ada di etalase - Pengiriman dari Surabaya - Pengemasan 1 Hari, Kecuali Moment / Event Maximal 2 Hari, Pesanan sebelum jam 2 siang ikut pada hari itu juga, dan tergantung dari banyaknya pesanan masuk perhari - Pesanan di Proses Sesuai Urutan Masuk - Return Barang Salah / Kurang 2x24 Jam beserta Foto & Video Unboxing INFORMASI PENGIRIMAN  1. Gratis Ongkir (PP) 100% Jika ada kendala yang terjadi pada pesanan akibat kesalahan dari seller (WAJIB VIDEO UNBOXING). 2. Pengiriman maksimal H+1 jika terjadi overload pesanan, jika lebih dari 2x24 jam bisa chat admin.  3. Untuk pengiriman CARGO akan lebih lama datang, maka dari itu mohon bijak dan mengikuti prosedur yang telah disediakan oleh pihak jasa ekspedisi.  4. Jika terjadi kendala pada proses pengiriman, kami pasti semaksimal mungkin membantu anda untuk proses pelacakan. Namun perlu diingat, kami bukan jasa pengiriman maka dari itu perlu waktu untuk mendapat informasi dari jasa pengiriman atas pesanan anda.  5. Membeli = Setuju (Mohon untuk memberi rating pesanan terbaik) BELANJA SEKARANG JUGA SEBELUM KEHABISAN!!! HAPPY SHOPPING #KotakP3K #KotakObat #KotakSerbaguna #MedicineBoxOrganizer #First Aid Box"
4Life Safety,"Kotak P3K Tipe C sesuai dengan peraturan Menteri Tenaga Kerja dan Transmigrasi RI No:PER-15/MEN/VIII/2008, tentang P3K ditempat Kerja. Untuk pekerja sekitar 100 orang. Bahan :Kayu Multiplex Size :45 x 30 x 16 cm Daftar Isi : - 40 pcs, Kassa Steril 16x16 cm - 6 roll, Perban 5 cm - 6 roll, Perban 10cm - 6 roll,Plester Gulung 1/2 inc - 20 pcs, Plester Regular - 3 roll,Kapas 25 gram - 6 pcs, Pembalut Segitiga - 1 pcs, Gunting - 12 pcs, Peniti - 4 psg, Sarung Tangan Latex - 6 pcs, Masker - 1 pcs, Pinset - 1 pcs, Penlight - 1 pcs,Gelas Cuci Mata - 2 btl Y-rins 12ml - 1 btl Povidone Iodin 60ml - 1 btl, alkohol 70% - 3 pcs, Plastik Biohazard - 1 pcs, Plastik Ice - 1 pcs , Manual Kit P3K - 1 pcs, Buku Panduan P3K - 1pcs, Buku Laporan P3k - 1 pcs, Daftar Isi"
4Life Safety,"Kotak P3K Tipe B sesuai dengan peraturan Menteri Tenaga Kerja dan Transmigrasi RI No:PER-15/MEN/VIII/2008, tentang P3K ditempat Kerja. Untuk pekerja sekitar 50 orang. Bahan :Kayu Multiplex Size :45 x 30 x 16 cm Daftar Isi : - 40 pcs, Kassa Steril 16x16 cm - 4 roll, Perban 5 cm - 4 roll, Perban 10cm - 4 roll,Plester Gulung 1/2 inc - 15 pcs, Plester Regular - 2 roll,Kapas 25 gram - 4 pcs, Pembalut Segitiga - 1 pcs, Gunting - 12 pcs, Peniti - 3 psg, Sarung Tangan Latex - 4 pcs, Masker - 1 pcs, Pinset - 1 pcs, Penlight - 1 pcs,Gelas Cuci Mata - 2 btl Y-rins 12ml - 1 btl Povidone Iodin 60ml - 1 btl, alkohol 70% - 2 pcs, Plastik Biohazard - 2 pcs, Plastik Ice - 1 pcs , Manual Kit P3K - 1 pcs, Buku Panduan P3K - 1pcs, Buku Laporan P3k - 1 pcs, Daftar Isi"
4Life Safety,Kit P3K yang didesign khusus untuk pekerja lapangan dengan model tas pinggang yang praktis Keterangan isi terdapat pada foto produk
Sumber lestari,"SEPAKET Kotak P3K Lengkap Beserta Isinya. Ukuran Tas 24 x 14 Daftar isi dalam tas: 1. Rivanol 100 ml 1 btl 2. Betadine 15 ml 1 btl 3. Minyak kayu putih 1 btl 4. Plaster roll 2 roll 5. Plaster cepat 1 pack (10 lbr)  6. Gunting stainless 1 pc 7. Verban roll 5 & 10 cm @ 1 roll 8. Pincet 1 pc 9. Kasa steril 10 lbr 10. Alcohol swab 5 lbr 11. Thermometer 1 pc 12. Senter 1 pc 13. Kapas Sediakan P3K di rumah, antisipasi untuk pertolongan pertama, apalagi yang punya anak kecil, wajib punya banget. Menyiapkan kotak P3K (pertolongan pertama pada kecelakaan) di mobil juga adalah wajib hukumnya. Hal ini termaktub jelas dalam Undang-Undang No 22 tahun 2009 dan berkaitan dengan tata cara berlalu-lintas di jalan. Cocok juga buat kamu yang berjiwa petualang, traveler dan pendaki gunung; wajib punya banget. Ukurannya pas.. Harganya Murah.. Manfaatnya Selangit."
DISTRIBUTORSAFETYJAKARTA,"Daftar isi kotak obat p3k tipe A : 1.kasa steril : 20 2.verban gulung 5cm : 2 3.verban gulung 10cm :2  4.plester rol 1,25cm : 2 5.plaster cepat (dengan pad):10 6.kapas 25gram :1 7.mitella : 2 8.gunting :1 9.peniti :12 10.sarung tangan sekali pakai : 2 11.(pasangan) : 2 12.masker : 1 13.pinset : 1 14.lampu senter / penlight : 1 15.gelas cuci mata : 1 16.kantong plastik : 1 17.aquades 100ml : 1 18.povidon lodine 60ml : 1 19.alkohol 70% 100ml : 1 20.bulu panduan daftar isi : 1 21.buku panduan daftar isi : 1 silahkan diorder gan harga menentukan kualitas  Note : barang yang sudah dibeli tidak bisa ditukar atau dikembalikan lagi  Temukan promo'' menarik dan dapatkan diskon serbu lainnya  Untuk lebih jelasnta bisa datang berkunjung langsung ke toko kami yang berada digedung ltc glodok lt gf2 blok a26 no 5  happy shopping days  semoga harimu menyenangkan "
Sarana Agung Safety,"Obat P3K + Isi Lengkap / Kotak p3k dinding lengkap KOTAK P3K + ISI model : bisa di gantung di dinding/ diletakkan diatas rak rumah anda, bisa juga untuk diletakkna dlm mobil buat di UKS sekolah juga bisa lhoo ukuran : 30 x 11 x 29cm sudah termasuk isi didalmya, mencakup : -RIVANOL -ALKOHOL -MINYAK KAYU PUTIH -HANSAPLAST -PERBAN -KAPAS -GUNTING -BETADINE -KASSA"
perlengkapan safety19,"kotak obat p3k mk11 lengkap isi type A Kotak Obat P3K type A Standar tempat kerja Ada 3 (tiga) jenis kotak P3K yaitu : Kotak P3K,  Jenis A : untuk 25 orang pekerja/buruh atau kurang. Kotak P3K,  Jenis B : untuk 50 orang pekerja/buruh atau kurang. Kotak P3K,  Jenis C : untuk 100 orang pekerja/buruh atau kurang. Isi paket Kotak P3K,  jenis A :  - Kotak P3K Bahan Plastik  - Kasa steril terbungkus : 20 bh  - Perban (lebar 5 Cm) : 2 bh  - Perban (bar 10 Cm) : 2 bh  - Plester (lebar 1,25 Cm) : 2 bh  - wa kosong delapan lima delapan 4181 lima tiga sembilan lima  - Plester Cepat : 10 bh  - Kapas (25 gram) : 1 bh  - Kain segitiga/mittela : 2 bh  - Gunting : 1 bh  - Peniti : 4 bh  - Sarung tangan sekali pakai : 2 pasang - Masker : isi 1 pcs  - Pinset : 1 bh  - Lampu senter : 1 pcs  - Gelas untuk cuci mata : 1 bh  - Kantong plastik bersih : 1 bh  - obat tetes mata - Betadine (60ml): 1 bh - Alkohol 70% : 1 bh  - Buku panduan P3K di tempat kerja : 1 bh"
Toko Safety Online,"Kotak Obat P3K Dinding Premium MC-15 + Isi Obat Lengkap Paket Type B Spesifikasi : Bahan : Plastik Akrilik Premium Warna : Putih Ukuran : 55 x 30 Kotak P3K adalah Kotak yang berisi perban, sarung tangan, daftar isi dan buku panduan P3K, dll. Kotak P3K sudah seharusnya menjadi perlengkapan wajib di setiap tempat, karena sekecil apapun pertolongan pertama yang kita lakukan akan sangat berpengaruh ke jiwa orang tersebut. Isi Kotak P3K Tipe A sesuai Peraturan Menteri Tenaga Kerja dan Transmigrasi Republik Indonesia Nomor : PER.15/MEN/VIII/2088 tentang Pertolongan Pertama pada Kecelakaan di Tempat Kerja Daftar Isi Kotak P3K tipe B 1. Kasa Steril Terbungkus = 40 2. Perban (lebar 5cm) = 4 3. Perban (lebar 10cm) = 4 4. Plester (lebar 1,25cm) = 4 5. Plester Cepat = 15 6. Kapas (25gram) = 2 7. Kain Segitiga/mitella = 4 8. Gunting Perban = 1 9. Peniti = 12 10. Sarung Tangan Sekali Pakai (pasangan) = 3 11. Masker = 4 12. Pinset = 1 13. Lampu Senter = 1 14. Gelas Untuk Cuci Mata = 1 15. Kantong Plastik Bersih = 2 16. Aquades 100 ml lar.Saline (diganti dengan Yrins 12 ml) = 1 17. Povidon Iodin (60ml) = 1 18. Alkohol 70% = 1 19. Buku Panduan P3K ditempat Kerja = 1 20. Buku Catatan = 1 21. Daftar Isi Kotak = 1"
ACE Indonesia,"Desain tutup transparan Dilengkapi klip pengunci di kedua sisi Terdapat sekat yang dapat dilepas pasang Mudah dibersihkan Mudah disimpan dan praktis dibawa bepergian Cocok untuk menyimpan peralatan P3K, peralatan memancing, peralatan menjahit, dan lainnya Lebar : 30.8 cm Material : plastik  Panjang : 22 cm Tinggi : 6.6 cm"
ACE Indonesia,Aman dan awet digunakan Gagang ergonomis Dilengkapi pengunci dan handle atas Terdapat kompartemen tambahan dengan sekat kecil Kapasitas : 6 liter Material : plastik Dimensi produk : 30.5 x 20.4 x 15.5 cm
Sarana Agung Safety,"Kotak Obat P3K Dinding Maspion MC 11 Terbuat dari bahan plastik yang kokoh dengan sisi pintu transparan sehingga mudah untuk melihat isi kotak P3K. Ukuran 30cm x 45 cm. Kotak obak/P3K MC-11 dengan tempat yang lengkap dan kuat membuatnya sangat digemari oleh konsumen. Kotak obat ini sangat cocok digunakan baik di rumah ataupun di kantor, pabrik, ataupun tempat umum lainnya. Daftar Isi Type Hemat : -RIVANOL 1pcs -ALKOHOL 1pcs -MINYAK KAYU PUTIH 1pcs -HANSAPLAST 10trip -PERBAN kecil 2 panjng 2 -KAPAS 1pcs -GUNTING 1pcs -BETADINE 1pcs -KASSA 1pcs"
Toko Safety Online,"Isi obat tipe C Note Customer WA : 0821-2551-4607 - Tanyakan ketersediaan stok melalui diskusi produk - Pastikan produk yang dibeli sudah benar, tidak bisa tukar / kembalikan - Wajib baca Catatan Smart Buyer dan Syarat Kondisi"
perlengkapan safety19,Paket Murah P3k Lengkap Kotak Obat Dinding Maspion Mc 11 1 ALKOHOL : 1 Pcs 2 POVIDONE : 1 Pcs 3 HANSAPLAS : 5 Pcs 4 Perban 5 Cm : 1 pcs 5 Kapas 25 g : 1 pcs 6 Kasa Steril : 1 box Isi = 10 pcs 7 Gunting Lipat : 1 pcs
Toko Safety Online,"Kotak P3K (Jenis kotak C standard), merupakan kotak P3K untuk 100 orang karyawan atau kurang. Sesuai dengan peraturan Menteri Tenaga Kerja dan Transmigrasi No. PER.15/MEN/VIII/2008, tentang Pertolongan Pertama pada Kecelakaan di tempat kerja. Ada 3 (tiga) jenis kotak P3K yaitu : Kotak P3K, Jenis A : untuk 25 orang pekerja/buruh atau kurang. Kotak P3K, Jenis B : untuk 50 orang pekerja/buruh atau kurang. Kotak P3K, Jenis C : untuk 100 orang pekerja/buruh atau kurang. Kotak P3K ini Digunakan di perusahaan sesuai dengan Peraturan Menteri Tenaga Kerja dan Transmigrasi RI No:PER-15/MEN/VIII/2008 tentang P3K Di Tempat Kerja. Note Customer WA : 0821-2551-4607 - Tanyakan ketersediaan stok melalui diskusi produk - Pastikan produk yang dibeli sudah benar, tidak bisa tukar / kembalikan - Wajib baca Catatan Smart Buyer dan Syarat Kondisi"
Arra Medika,"Obat P3K + Isi Lengkap / Kotak p3k dinding lengkap KOTAK P3K + ISI model : bisa di gantung di dinding/ diletakkan diatas rak rumah anda, bisa juga untuk diletakkna dlm mobil buat di UKS sekolah juga bisa lhoo ukuran : 30 x 11 x 29cm sudah termasuk isi didalmya, mencakup : -RIVANOL -ALKOHOL -MINYAK KAYU PUTIH -HANSAPLAST -PERBAN -KAPAS -GUNTING -BETADINE -KASSA"
Tonata Indonesia,"Ready Stock - Kotak P3K / Lemari Obat Besi Kaca Stainless 30 X 30 X 12 Tonata / TNT-BP3K01 Berfungsi untuk menyimpan obat-obatan di rumah maupun kantor Anda. Terbuat dari material stainless steel berkualitas yang kuat dan tahan lama. Dengan ukuran yang besar sehingga dapat menampung lebih banyak peralatan kesehatan. Dilengkapi dengan tutup yang terbuat dari kaca sehingga obat-obatan akan terjamin kebersihannya. Spesifikasi : Model : TNT-BP3K01 Colour : Silver Material : Stainless Steel and Glass Environment Category : Indoor Use Size : 300 x 120 x 300 mm Note : Dilengkapi pintu kaca dengan sistem ""push"" untuk buka tutup serta kunci untuk pengaman.  Cek kebutuhan serupa lainnya :  https://www.tokopedia.com/tonataindo/etalase/produk-lainnya Pembelian banyak bisa kontak CS kami. Jadwal Pengiriman: *Semua pesanan diproses pada hari Senin - Sabtu *Pesanan maksimal jam 15.00 akan kami usahakan semuanya terkirim pada hari yang sama."
Tonata Indonesia,"Ready Stock - Kotak P3K / Lemari Obat Besi Kaca Stainless 45 X 30 X 12 Tonata / TNT-BP3K02 Berfungsi untuk menyimpan obat-obatan di rumah maupun kantor Anda. Terbuat dari material stainless steel berkualitas yang kuat dan tahan lama. Dengan ukuran yang besar sehingga dapat menampung lebih banyak peralatan kesehatan. Dilengkapi dengan tutup yang terbuat dari kaca sehingga obat-obatan akan terjamin kebersihannya. Spesifikasi : Model : TNT-BP3K02 Colour : Silver Material : Stainless Steel and Glass Environment Category : Indoor Use Size : 450 x 120 x 300 mm Note : Dilengkapi pintu kaca dengan sistem ""push"" untuk buka tutup serta kunci untuk pengaman.  Cek kebutuhan serupa lainnya :  https://www.tokopedia.com/tonataindo/etalase/produk-lainnya Pembelian banyak bisa kontak CS kami. Jadwal Pengiriman: *Semua pesanan diproses pada hari Senin - Sabtu *Pesanan maksimal jam 15.00 akan kami usahakan semuanya terkirim pada hari yang sama."
Charlottie Medika,Kotak p3k standar List isi sesuai gambar di slide kedua
Toko Alat Safety Di Jakarta,Isi Kotak Obat P3K Lengkap Murah/hemat A 1 Isi Obat P3k Paket Hemat Type A 1 1 ALKOHOL : 1 Pcs 2 POVIDONE : 1 Pcs 3 HANSAPLAS : 5 Pcs 4 Perban 5 Cm : 1 pcs 5 Kapas 25 g : 1 pcs 6 Kasa Steril : 1 box Isi = 10 pcs 7 Gunting Lipat : 1 pcs Isi Sesuai Deskripsi Belum Termasuk Kotak Biasakan baca deskripsi sebelum order agar tidak terjadi komplain terimkasih Stok Selalu Ready ya kak
healthydrink_jkt,"Material Polyester READY WARNA MERAH Dimensi 23 X 13 X 7.5 cm Spesikasi : - 3 sekat besar untuk tempat botol obat - 3 sekat bahan karet untuk selipan obat berbentuk botol atau salep - Tutup full resleting - Terdapat pegangan tas Tas travel yang berfungsi untuk anda membawa perlengkapan obat-obatan pribadi ataupun obat-obatan untuk mengantisipasi apabila terjadi kecelakaan yang tidak diinginkan. Memiliki ruang yang cukup besar untuk dapat menampung peralatan dan juga perlengkapan pertolongan pertama. Features Large Capacity Kapasitas besar yang membuat Anda dapat menyimpan seluruh peralatan dan perlengkapan obat-obatan P3K pada tas kesehatan ini. Safe Slot Tas ini memiliki ruang yang dapat digunakan untuk menyimpan obat-obatan yang tidak dapat bertahan lama, sehingga memerlukan tempat penyimpanan khusus seperti obat-obatan yang dikonsumsi. Untuk peralatan terdapat strap penahan yang mencegah peralatan tercecer, sehingga peralatan tertata dengan rapi di dalam tas. Easy to Carry Memiliki handle yang memudahkan anda dalam membawa tas ini pada saat yang diperlukan. PACKAGE CONTENT 1 x Tas Perlengkapan Obat P3K First Aid Kit (Tidak dengan isi) ===================================================== untuk kelengkapan pouch p3k plus isi di link bawah ini  ： https://www.tokopedia.com/healthydrinkjkt/pouch-p3k-isi-pertolongan-pertama-first-aid-kit-p3k-12-in-1 Catatan: *Semua barang yang kami jual adalah produk Import, bukan Lokal *Apa yang anda lihat pada gambar, itulah yang anda peroleh *Jika terdapat sedikit perbedaan pada warna hal ini disebabkan pengaturan yang berbeda pada layar monitor *Harap cantumkan warna yg di ingini pada order atau kami kirim random *Untuk Dropshiper harap cantumkan nama & hp pengirim pada kolom Dropship"
Alkes cibitung,kotak p3k sudah lengkap dg isi ya
Homesio,"Tas P3K ini berisikan 18 alat untuk pertolongan pertama, yang Anda butuhkan pada saat terluka ketika berpetualang, camping atau saat traveling. Semua barang yang Anda butuhkan tersedia didalam tas P3K ini. 18 in 1 First Aid Kits Perlengkapan yang tepat untuk menolong Anda pada saat terluka, tas yang berisikan alat-alat pertolongan pertama. Wajib dibawa saat sedang traveling, berpetualang ataupun sekedar berjaga-jaga di rumah dan kantor. Beberapa alat yang tersedia seperti plaster, perban, gunting, peniti, emergency blanket, pad alkohol dan masih banyak lagi. Bag Included Semua perlengkapan P3K ini disimpan pada sebuah tas praktis yang tidak berat dan sangat mudah dibawa kemanapun Anda berpergian. Dimensi	Tas: 21 x 13 x 5 cm"
Arra Medika,Isi kotak sesuai dengan gambar.
Arra Medika,"Obat P3K + Isi Lengkap / Kotak p3k dinding lengkap KOTAK P3K + ISI model : bisa di gantung di dinding/ diletakkan diatas rak rumah anda, bisa juga untuk diletakkna dlm mobil buat di UKS sekolah juga bisa lhoo ukuran : 30 x 11 x 29cm sudah termasuk isi didalmya, mencakup : -RIVANOL -ALKOHOL -MINYAK KAYU PUTIH -HANSAPLAST -PERBAN -KAPAS -GUNTING -BETADINE -KASSA"
Charlottie Medika,Kotak p3k standar List isi sesuai gambar di slide kedua
Toko Alat Safety Di Jakarta,Isi Kotak Obat P3K Lengkap Murah/hemat A 1 Isi Obat P3k Paket Hemat Type A 1 1 ALKOHOL : 1 Pcs 2 POVIDONE : 1 Pcs 3 HANSAPLAS : 5 Pcs 4 Perban 5 Cm : 1 pcs 5 Kapas 25 g : 1 pcs 6 Kasa Steril : 1 box Isi = 10 pcs 7 Gunting Lipat : 1 pcs Isi Sesuai Deskripsi Belum Termasuk Kotak Biasakan baca deskripsi sebelum order agar tidak terjadi komplain terimkasih Stok Selalu Ready ya kak
healthydrink_jkt,"Material Polyester READY WARNA MERAH Dimensi 23 X 13 X 7.5 cm Spesikasi : - 3 sekat besar untuk tempat botol obat - 3 sekat bahan karet untuk selipan obat berbentuk botol atau salep - Tutup full resleting - Terdapat pegangan tas Tas travel yang berfungsi untuk anda membawa perlengkapan obat-obatan pribadi ataupun obat-obatan untuk mengantisipasi apabila terjadi kecelakaan yang tidak diinginkan. Memiliki ruang yang cukup besar untuk dapat menampung peralatan dan juga perlengkapan pertolongan pertama. Features Large Capacity Kapasitas besar yang membuat Anda dapat menyimpan seluruh peralatan dan perlengkapan obat-obatan P3K pada tas kesehatan ini. Safe Slot Tas ini memiliki ruang yang dapat digunakan untuk menyimpan obat-obatan yang tidak dapat bertahan lama, sehingga memerlukan tempat penyimpanan khusus seperti obat-obatan yang dikonsumsi. Untuk peralatan terdapat strap penahan yang mencegah peralatan tercecer, sehingga peralatan tertata dengan rapi di dalam tas. Easy to Carry Memiliki handle yang memudahkan anda dalam membawa tas ini pada saat yang diperlukan. PACKAGE CONTENT 1 x Tas Perlengkapan Obat P3K First Aid Kit (Tidak dengan isi) ===================================================== untuk kelengkapan pouch p3k plus isi di link bawah ini  ： https://www.tokopedia.com/healthydrinkjkt/pouch-p3k-isi-pertolongan-pertama-first-aid-kit-p3k-12-in-1 Catatan: *Semua barang yang kami jual adalah produk Import, bukan Lokal *Apa yang anda lihat pada gambar, itulah yang anda peroleh *Jika terdapat sedikit perbedaan pada warna hal ini disebabkan pengaturan yang berbeda pada layar monitor *Harap cantumkan warna yg di ingini pada order atau kami kirim random *Untuk Dropshiper harap cantumkan nama & hp pengirim pada kolom Dropship"
